,Accession,Year,HC1100 (cgST Cplx),ST,HC2350 (subsp.),HC100,10 SNP Threshold,HC0 (indistinguishable),Clade,100 SNP Threshold,HC2,Sub-Clade,50 SNP Threshold,HC50,HC2000,Lineage,Sub-sub-sub-Clade,5 SNP Threshold,HC400,HC20,HC5,Sub-sub-Clade,HC200,Genotype,HC1500,0 SNP Threshold,250 SNP Threshold,HC10,SNP Address,25 SNP Threshold
120,SRR10270580,2019.0,2820.0,1.0,2820.0,9.0,1.0,1.0,9.0,9.0,1.0,9.0,4.0,9.0,2820.0,2735.0,9.0,1.0,2816.0,3.0,1.0,9.0,9.0,9.0,2820.0,1.0,9.0,2.0,1.0,3.0
122,SRR10271371,2019.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,10.0
124,SRR10283332,2019.0,2820.0,1.0,2820.0,2726.0,11.0,1.0,1656.0,1611.0,7.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,11.0,2816.0,91.0,10.0,614.0,2726.0,127.0,2820.0,2.0,2726.0,11.0,2.0,77.0
126,SRR10302325,2019.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,299.0,1.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,1.0,1.0,290.0
127,SRR10302326,2019.0,2820.0,1.0,2820.0,2726.0,3.0,3.0,1656.0,1611.0,3.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,3.0,2816.0,299.0,4.0,614.0,2726.0,306.0,2820.0,3.0,2726.0,4.0,3.0,290.0
128,SRR10302327,2019.0,2820.0,1.0,2820.0,2726.0,107.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,299.0,91.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
129,SRR10312182,2019.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,13.0,1.0,34.0
130,SRR10312194,2019.0,2820.0,1.0,2820.0,2726.0,14.0,1.0,1656.0,1611.0,2.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,2.0,2816.0,91.0,14.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,69.0,1.0,77.0
131,SRR10312197,2019.0,2820.0,1.0,2820.0,70.0,1.0,1.0,20.0,17.0,1.0,20.0,14.0,18.0,2820.0,78.0,20.0,1.0,2816.0,16.0,1.0,20.0,78.0,20.0,2820.0,1.0,75.0,1.0,1.0,1.0
132,SRR10312216,2019.0,2820.0,1.0,2820.0,2726.0,64.0,1.0,1032.0,859.0,1.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,187.0,2.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,118.0,1.0,159.0
133,SRR10313628,2019.0,2820.0,1.0,2820.0,2726.0,33.0,1.0,1032.0,859.0,4.0,1032.0,33.0,1005.0,2820.0,2735.0,734.0,2.0,2816.0,34.0,4.0,734.0,2726.0,95.0,2820.0,2.0,2726.0,34.0,2.0,33.0
134,SRR10313630,2019.0,2820.0,1.0,2820.0,2726.0,31.0,4.0,1032.0,859.0,4.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,2.0,2816.0,103.0,4.0,734.0,2726.0,128.0,2820.0,2.0,2726.0,42.0,2.0,47.0
135,SRR10313634,2019.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,14.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,15.0,1.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,1.0,1.0,1.0
136,SRR10313638,2019.0,2820.0,1.0,2820.0,2726.0,2.0,2.0,1032.0,20.0,2.0,1032.0,7.0,1005.0,2820.0,2735.0,734.0,2.0,2816.0,7.0,2.0,734.0,2726.0,21.0,2820.0,2.0,2726.0,2.0,2.0,3.0
138,SRR10314883,2019.0,2820.0,1.0,2820.0,2726.0,3.0,3.0,1656.0,1611.0,3.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,3.0,2816.0,299.0,4.0,614.0,2726.0,306.0,2820.0,3.0,2726.0,4.0,3.0,290.0
139,SRR10314892,2019.0,2820.0,1.0,2820.0,2726.0,3.0,2.0,1656.0,1611.0,3.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,3.0,2816.0,955.0,3.0,1042.0,2726.0,455.0,2820.0,2.0,2726.0,3.0,2.0,681.0
140,SRR10319756,2019.0,2820.0,1.0,2820.0,2726.0,8.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,299.0,8.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,11.0,1.0,290.0
141,SRR10319758,2019.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,7.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,8.0,1.0,734.0,2726.0,95.0,2820.0,1.0,2726.0,8.0,1.0,7.0
142,SRR10319759,2019.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,36.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,26.0,1.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,13.0,1.0,1.0
143,SRR10319760,2019.0,2820.0,1.0,2820.0,2726.0,7.0,1.0,1656.0,1611.0,1.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,2.0,2816.0,91.0,6.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,69.0,1.0,77.0
144,SRR10326061,2019.0,2820.0,2.0,2820.0,2726.0,64.0,3.0,1032.0,859.0,3.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,43.0,2816.0,187.0,56.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,118.0,1.0,159.0
145,SRR10350825,2019.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,91.0,1.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,69.0,1.0,77.0
146,SRR10350838,2019.0,2820.0,1.0,2820.0,70.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,2820.0,78.0,4.0,1.0,2816.0,1.0,1.0,4.0,78.0,1.0,2820.0,1.0,75.0,1.0,1.0,1.0
147,SRR10352163,2019.0,2820.0,1.0,2820.0,2726.0,107.0,2.0,1656.0,1611.0,2.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,73.0,2816.0,299.0,91.0,614.0,2726.0,306.0,2820.0,2.0,2726.0,210.0,2.0,290.0
148,SRR10352168,2019.0,2820.0,1.0,2820.0,70.0,1.0,1.0,20.0,17.0,1.0,20.0,14.0,18.0,2820.0,78.0,20.0,1.0,2816.0,1.0,1.0,20.0,78.0,20.0,2820.0,1.0,75.0,1.0,1.0,1.0
149,SRR10357090,2019.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,43.0,1.0,1656.0,42.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,44.0,1.0,614.0,2726.0,45.0,2820.0,1.0,2726.0,30.0,1.0,30.0
151,SRR10380797,2019.0,2820.0,1.0,2820.0,2726.0,7.0,4.0,1032.0,1611.0,4.0,1032.0,79.0,1005.0,2820.0,2735.0,734.0,5.0,2816.0,103.0,4.0,734.0,2726.0,128.0,2820.0,1.0,2726.0,42.0,1.0,77.0
152,SRR10380815,2019.0,2820.0,1.0,2820.0,2726.0,2.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,299.0,2.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,2.0,1.0,290.0
154,SRR10386489,2019.0,2820.0,1.0,2820.0,2726.0,3.0,3.0,1656.0,1611.0,3.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,3.0,2816.0,299.0,4.0,614.0,2726.0,306.0,2820.0,3.0,2726.0,4.0,3.0,290.0
157,SRR10397400,2019.0,2820.0,1.0,2820.0,2726.0,107.0,2.0,1656.0,1611.0,2.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,73.0,2816.0,299.0,91.0,614.0,2726.0,306.0,2820.0,2.0,2726.0,210.0,2.0,290.0
161,SRR10397415,2019.0,2820.0,1.0,2820.0,2726.0,3.0,2.0,1656.0,1611.0,3.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,3.0,2816.0,955.0,3.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,3.0,1.0,681.0
162,SRR10397416,2019.0,2820.0,1.0,2820.0,2726.0,16.0,2.0,1032.0,859.0,13.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,13.0,2816.0,163.0,16.0,185.0,2726.0,165.0,2820.0,3.0,2726.0,16.0,3.0,151.0
163,SRR10397421,2019.0,2820.0,1.0,2820.0,2726.0,16.0,2.0,1032.0,859.0,13.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,13.0,2816.0,163.0,16.0,185.0,2726.0,165.0,2820.0,3.0,2726.0,16.0,3.0,151.0
164,SRR10397428,2019.0,2820.0,1.0,2820.0,2726.0,2.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,6.0,2.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,5.0,1.0,6.0
165,SRR10397429,2019.0,2820.0,1.0,2820.0,2726.0,473.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,614.0,18.0,2816.0,91.0,6.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,69.0,1.0,681.0
166,SRR10397433,2019.0,2820.0,1.0,2820.0,2726.0,21.0,1.0,1032.0,859.0,1.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,103.0,1.0,734.0,2726.0,128.0,2820.0,1.0,2726.0,22.0,1.0,21.0
167,SRR10397434,2019.0,2820.0,1.0,2820.0,2726.0,8.0,1.0,1032.0,859.0,6.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,8.0,2816.0,163.0,8.0,185.0,2726.0,165.0,2820.0,1.0,2726.0,8.0,1.0,151.0
168,SRR10397439,2019.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,14.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,15.0,1.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,1.0,1.0,1.0
169,SRR10397441,2019.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,6.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,6.0,1.0,734.0,2726.0,8.0,2820.0,1.0,2726.0,1.0,1.0,6.0
171,SRR10414462,2019.0,2820.0,1.0,2820.0,2726.0,16.0,1.0,1032.0,859.0,13.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,13.0,2816.0,163.0,16.0,185.0,2726.0,165.0,2820.0,3.0,2726.0,16.0,3.0,151.0
173,SRR10419813,2019.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,1.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,1.0,1.0,734.0,2726.0,3.0,2820.0,1.0,2726.0,1.0,1.0,1.0
174,SRR10419841,2019.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,1.0
176,SRR10431583,2019.0,2820.0,1.0,2820.0,2726.0,5.0,1.0,1032.0,859.0,1.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,187.0,1.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,38.0,1.0,159.0
177,SRR10431617,2019.0,2820.0,1.0,2820.0,2726.0,64.0,1.0,1032.0,859.0,29.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,2.0,2816.0,187.0,56.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,118.0,1.0,159.0
178,SRR10431625,2019.0,2820.0,1.0,2820.0,2726.0,7.0,1.0,1656.0,1611.0,4.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,5.0,2816.0,91.0,6.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,69.0,1.0,77.0
179,SRR10431627,2019.0,2820.0,1.0,2820.0,2726.0,11.0,1.0,1656.0,1611.0,1.0,1656.0,79.0,1656.0,2820.0,2735.0,614.0,11.0,2816.0,91.0,10.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,11.0,1.0,77.0
180,SRR10431628,2019.0,2820.0,1.0,2820.0,2726.0,4.0,4.0,1032.0,859.0,4.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,4.0,2816.0,4.0,4.0,734.0,2726.0,128.0,2820.0,4.0,2726.0,4.0,4.0,4.0
181,SRR10452794,2019.0,2820.0,1.0,2820.0,2726.0,6.0,3.0,1656.0,1611.0,3.0,1656.0,1124.0,1656.0,2820.0,2735.0,614.0,3.0,2816.0,83.0,3.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,78.0,1.0,77.0
182,SRR10452798,2019.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,1.0,2816.0,163.0,1.0,185.0,2726.0,165.0,2820.0,1.0,2726.0,16.0,1.0,151.0
183,SRR10452816,2019.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,19.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,18.0,1.0,681.0
184,SRR10452817,2019.0,2820.0,1.0,2820.0,2726.0,2.0,1.0,38.0,38.0,1.0,38.0,12.0,38.0,2820.0,2735.0,38.0,1.0,2816.0,33.0,1.0,38.0,2726.0,38.0,2820.0,1.0,2726.0,3.0,1.0,3.0
185,SRR10452821,2019.0,2820.0,1.0,2820.0,2726.0,4.0,4.0,1032.0,859.0,4.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,4.0,2816.0,4.0,4.0,734.0,2726.0,128.0,2820.0,4.0,2726.0,4.0,4.0,4.0
186,SRR10452823,2019.0,2820.0,1.0,2820.0,2726.0,31.0,4.0,1032.0,859.0,4.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,2.0,2816.0,103.0,4.0,734.0,2726.0,128.0,2820.0,2.0,2726.0,42.0,2.0,47.0
187,SRR10452827,2019.0,2820.0,1.0,2820.0,2726.0,8.0,1.0,1656.0,1611.0,3.0,1656.0,36.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,26.0,8.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,8.0,1.0,8.0
189,SRR10466996,2019.0,2820.0,1.0,2820.0,2726.0,8.0,1.0,1032.0,859.0,6.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,8.0,2816.0,163.0,8.0,185.0,2726.0,165.0,2820.0,1.0,2726.0,8.0,1.0,151.0
190,SRR10466998,2019.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,10.0
191,SRR10479290,2019.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,299.0,1.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
192,SRR10491344,2019.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,103.0,1.0,734.0,2726.0,128.0,2820.0,1.0,2726.0,42.0,1.0,47.0
193,SRR10491345,2019.0,2820.0,1.0,2820.0,2726.0,8.0,1.0,1656.0,1611.0,3.0,1656.0,36.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,26.0,8.0,614.0,2726.0,127.0,2820.0,1.0,2726.0,8.0,1.0,8.0
194,SRR10491358,2019.0,2820.0,1.0,2820.0,2726.0,4.0,4.0,1032.0,859.0,4.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,4.0,2816.0,4.0,4.0,734.0,2726.0,128.0,2820.0,4.0,2726.0,4.0,4.0,4.0
195,SRR10491379,2019.0,2820.0,1.0,2820.0,2726.0,64.0,1.0,1032.0,859.0,29.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,187.0,56.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,118.0,1.0,159.0
196,SRR10513252,2019.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,681.0
197,SRR10513258,2019.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,2.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,2.0,1.0,614.0,2726.0,10.0,2820.0,1.0,2726.0,1.0,1.0,1.0
198,SRR10519420,2019.0,2820.0,1.0,2820.0,2726.0,2.0,1.0,1032.0,2.0,1.0,1032.0,2.0,1005.0,2820.0,2735.0,734.0,2.0,2816.0,2.0,1.0,734.0,2726.0,4.0,2820.0,1.0,2726.0,2.0,1.0,2.0
200,SRR10519436,2019.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,20.0,1.0,1032.0,1.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,1.0,1.0,734.0,2726.0,21.0,2820.0,1.0,2726.0,1.0,1.0,1.0
201,SRR10519439,2019.0,2820.0,1.0,2820.0,2726.0,64.0,1.0,1032.0,859.0,29.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,43.0,2816.0,187.0,56.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,118.0,1.0,159.0
203,SRR10519446,2019.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,3.0,1.0,1032.0,2.0,17.0,2820.0,2735.0,734.0,1.0,2816.0,2.0,1.0,734.0,2726.0,17.0,2820.0,1.0,2726.0,1.0,1.0,1.0
204,SRR10519449,2019.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,1.0,1.0,614.0,2726.0,10.0,2820.0,1.0,2726.0,1.0,1.0,1.0
206,SRR10519452,2019.0,2820.0,1.0,2820.0,2726.0,21.0,2.0,1032.0,859.0,3.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,18.0,2816.0,103.0,21.0,734.0,2726.0,128.0,2820.0,1.0,2726.0,22.0,1.0,21.0
207,SRR10519454,2019.0,2820.0,1.0,2820.0,70.0,1.0,1.0,16.0,27.0,1.0,16.0,10.0,6.0,2820.0,78.0,16.0,1.0,2816.0,6.0,1.0,16.0,78.0,7.0,2820.0,1.0,75.0,1.0,1.0,9.0
208,SRR10519455,2019.0,2820.0,1.0,2820.0,2726.0,64.0,1.0,1032.0,859.0,29.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,2.0,2816.0,187.0,56.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,118.0,1.0,159.0
209,SRR10519457,2019.0,2820.0,1.0,2820.0,2726.0,1.0,2.0,1032.0,1.0,4.0,1032.0,1.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,34.0,4.0,734.0,2726.0,95.0,2820.0,1.0,2726.0,34.0,1.0,1.0
210,SRR10519458,2019.0,2820.0,1.0,2820.0,70.0,1.0,1.0,16.0,27.0,1.0,16.0,10.0,6.0,2820.0,78.0,16.0,1.0,2816.0,6.0,1.0,16.0,78.0,7.0,2820.0,1.0,75.0,4.0,1.0,9.0
211,SRR10519460,2019.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,1.0,1.0,614.0,2726.0,10.0,2820.0,1.0,2726.0,1.0,1.0,1.0
213,SRR10521908,2019.0,2820.0,1.0,2820.0,2726.0,4.0,4.0,1032.0,859.0,4.0,1032.0,124.0,1005.0,2820.0,2735.0,734.0,4.0,2816.0,4.0,4.0,734.0,2726.0,128.0,2820.0,4.0,2726.0,4.0,4.0,4.0
214,SRR10521910,2019.0,2820.0,1.0,2820.0,2726.0,33.0,2.0,1032.0,859.0,4.0,1032.0,33.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,34.0,4.0,734.0,2726.0,95.0,2820.0,1.0,2726.0,34.0,1.0,33.0
215,SRR10521975,2019.0,2820.0,1.0,2820.0,2726.0,2.0,1.0,1032.0,859.0,1.0,1032.0,21.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,19.0,1.0,734.0,2726.0,95.0,2820.0,1.0,2726.0,12.0,1.0,15.0
216,SRR10527348,2019.0,2820.0,1.0,2820.0,2726.0,2.0,1.0,1656.0,1611.0,2.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,2.0,2816.0,299.0,2.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
217,SRR10527349,2019.0,2820.0,1.0,2820.0,2726.0,107.0,1.0,1656.0,1611.0,2.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,73.0,2816.0,299.0,91.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
218,SRR10527351,2019.0,2820.0,1.0,2820.0,2726.0,11.0,1.0,1032.0,859.0,11.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,10.0,2816.0,187.0,11.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,38.0,1.0,159.0
219,SRR10527357,2019.0,2820.0,1.0,2820.0,2726.0,107.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,299.0,1.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
220,SRR10527359,2019.0,2820.0,1.0,2820.0,2726.0,8.0,1.0,1032.0,859.0,6.0,1032.0,164.0,1005.0,2820.0,2735.0,165.0,8.0,2816.0,163.0,8.0,185.0,2726.0,165.0,2820.0,1.0,2726.0,8.0,1.0,151.0
221,SRR10527360,2019.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,299.0,1.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
223,SRR10559537,2019.0,2820.0,1.0,2820.0,2726.0,4.0,1.0,1032.0,859.0,1.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,187.0,1.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,4.0,1.0,159.0
224,SRR10559548,2019.0,2820.0,1.0,2820.0,2726.0,3.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,83.0,2.0,614.0,2726.0,126.0,2820.0,1.0,2726.0,78.0,1.0,77.0
226,SRR10559571,2019.0,2820.0,1.0,2820.0,2726.0,107.0,1.0,1656.0,1611.0,1.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,299.0,91.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
227,SRR10559575,2019.0,2820.0,1.0,2820.0,2726.0,107.0,1.0,1656.0,1611.0,3.0,1656.0,306.0,1656.0,2820.0,2735.0,614.0,73.0,2816.0,299.0,91.0,614.0,2726.0,306.0,2820.0,1.0,2726.0,210.0,1.0,290.0
232,SRR10599003,2019.0,2820.0,1.0,2820.0,2726.0,21.0,1.0,1656.0,43.0,1.0,1656.0,42.0,1656.0,2820.0,2735.0,614.0,3.0,2816.0,44.0,1.0,614.0,2726.0,45.0,2820.0,3.0,2726.0,30.0,3.0,30.0
234,SRR10599114,2019.0,2820.0,1.0,2820.0,2726.0,21.0,1.0,1656.0,43.0,2.0,1656.0,42.0,1656.0,2820.0,2735.0,614.0,3.0,2816.0,44.0,2.0,614.0,2726.0,45.0,2820.0,3.0,2726.0,30.0,3.0,30.0
236,SRR10599572,2019.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1032.0,859.0,1.0,1032.0,24.0,1005.0,2820.0,2735.0,734.0,1.0,2816.0,19.0,1.0,734.0,2726.0,27.0,2820.0,1.0,2726.0,4.0,1.0,6.0
237,SRR10599988,2019.0,2820.0,1.0,2820.0,2726.0,2.0,2.0,1032.0,859.0,2.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,2.0,2816.0,187.0,2.0,734.0,2726.0,259.0,2820.0,2.0,2726.0,2.0,2.0,10.0
239,SRR10605712,2019.0,2820.0,1.0,2820.0,70.0,1.0,1.0,16.0,27.0,1.0,16.0,6.0,6.0,2820.0,78.0,16.0,1.0,2816.0,5.0,1.0,16.0,78.0,6.0,2820.0,1.0,75.0,2.0,1.0,1.0
240,SRR10605717,2019.0,2820.0,1.0,2820.0,2726.0,2.0,1.0,1032.0,859.0,1.0,1032.0,21.0,1005.0,2820.0,2735.0,734.0,2.0,2816.0,19.0,1.0,734.0,2726.0,95.0,2820.0,1.0,2726.0,12.0,1.0,15.0
242,SRR10605730,2019.0,2820.0,1.0,2820.0,2726.0,64.0,1.0,1032.0,859.0,29.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,43.0,2816.0,187.0,56.0,734.0,2726.0,259.0,2820.0,4.0,2726.0,118.0,4.0,159.0
243,SRR10666900,2019.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,2.0,1656.0,2820.0,2735.0,614.0,1.0,2816.0,2.0,1.0,614.0,2726.0,10.0,2820.0,1.0,2726.0,1.0,1.0,1.0
244,SRR10666901,2019.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,7.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,33.0,7.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,31.0,1.0,33.0
245,SRR10666902,2019.0,2820.0,1.0,2820.0,2726.0,21.0,1.0,1656.0,43.0,2.0,1656.0,42.0,1656.0,2820.0,2735.0,614.0,3.0,2816.0,44.0,2.0,614.0,2726.0,45.0,2820.0,3.0,2726.0,30.0,3.0,30.0
246,SRR10666906,2019.0,2820.0,1.0,2820.0,2726.0,64.0,1.0,1032.0,859.0,29.0,1032.0,249.0,1005.0,2820.0,2735.0,734.0,43.0,2816.0,187.0,56.0,734.0,2726.0,259.0,2820.0,1.0,2726.0,118.0,1.0,159.0
247,SRR10666907,2019.0,2820.0,1.0,2820.0,2726.0,1.0,1.0,1656.0,1611.0,1.0,1656.0,1124.0,1656.0,2820.0,2735.0,455.0,1.0,2816.0,955.0,1.0,1042.0,2726.0,455.0,2820.0,1.0,2726.0,1.0,1.0,1.0
