,Accession,Year,HC2000,HC1100 (cgST Cplx),0 SNP Threshold,250 SNP Threshold,HC2350 (subsp.),HC1500,Sub-Clade,100 SNP Threshold,HC50,HC200,HC5,HC2,SNP Address,HC0 (indistinguishable),HC10,Clade,Lineage,5 SNP Threshold,10 SNP Threshold,Sub-sub-Clade,HC400,HC20,Genotype,ST,HC100,25 SNP Threshold,Sub-sub-sub-Clade,50 SNP Threshold
167,SRR10397434,2019,2820,2820,2,2726,2820,2820,1032,859,1005,2726,4,4,2,1,34,1032,2735,2,33,734,2816,34,95,1,2726,33,734,33
168,SRR10397439,2019,2820,2820,2,2726,2820,2820,1032,859,1005,2726,4,4,2,4,42,1032,2735,2,31,734,2816,103,128,1,2726,47,734,124
169,SRR10397441,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,614,2816,15,126,1,2726,1,614,14
170,SRR10403899,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,163,1,1,557,1656,2735,2,473,1042,2816,955,557,1,2726,681,557,1124
171,SRR10414462,2019,2820,2820,2,2726,2820,2820,1032,20,1005,2726,2,2,2,2,2,1032,2735,2,2,734,2816,7,21,1,2726,3,734,7
172,SRR10419612,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
173,SRR10419813,2019,2820,2820,1,2726,2820,2820,1032,859,1005,2726,2,1,1,1,118,1032,2735,2,64,734,2816,187,259,1,2726,159,734,249
174,SRR10419841,2019,2820,2820,3,2726,2820,2820,1656,1611,1656,2726,4,3,3,3,4,1656,2735,3,3,614,2816,299,306,1,2726,290,614,306
175,SRR10424219,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,1,1,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
176,SRR10431583,2019,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,3,3,2,2,3,1656,2735,3,3,1042,2816,955,455,1,2726,681,455,1124
177,SRR10431617,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,8,1,1,1,11,1656,2735,1,8,614,2816,299,306,1,2726,290,614,306
178,SRR10431625,2019,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,8,1032,2735,1,1,734,2816,8,95,1,2726,7,734,7
179,SRR10431627,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,13,1656,2735,1,1,614,2816,26,127,1,2726,1,614,36
180,SRR10431628,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,6,1,1,1,69,1656,2735,2,7,614,2816,91,127,1,2726,77,614,79
181,SRR10452794,2019,2820,2820,1,2726,2820,2820,1032,859,1005,2726,56,3,1,3,118,1032,2735,43,64,734,2816,187,259,2,2726,159,734,249
182,SRR10452798,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,69,1656,2735,1,1,614,2816,91,127,1,2726,77,614,79
183,SRR10452816,2019,2820,2820,1,75,2820,2820,4,1,1,78,1,1,1,1,1,4,78,1,1,4,2816,1,1,1,70,1,4,1
184,SRR10452817,2019,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,91,2,2,2,210,1656,2735,73,107,614,2816,299,306,1,2726,290,614,306
185,SRR10452821,2019,2820,2820,1,75,2820,2820,20,17,18,78,1,1,1,1,1,20,78,1,1,20,2816,1,20,1,70,1,20,14
186,SRR10452823,2019,2820,2820,1,2726,2820,2820,1656,43,1656,2726,1,1,1,1,30,1656,2735,1,1,614,2816,44,45,1,2726,30,614,42
187,SRR10452827,2019,2820,2820,1,2726,2820,2820,1032,859,1005,2726,56,29,1,1,118,1032,2735,43,64,734,2816,187,259,1,2726,159,734,249
188,SRR10466993,2019,2820,2820,5,2726,2820,2820,1656,1611,1656,2726,377,163,5,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
189,SRR10466996,2019,2820,2820,1,2726,2820,2820,1032,1611,1005,2726,4,4,1,4,42,1032,2735,5,7,734,2816,103,128,1,2726,77,734,79
190,SRR10466998,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,2,1,1,1,2,1656,2735,1,2,614,2816,299,306,1,2726,290,614,306
191,SRR10479290,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,91,1,1,1,210,1656,2735,1,1,614,2816,299,306,1,2726,290,614,306
192,SRR10491344,2019,2820,2820,3,2726,2820,2820,1656,1611,1656,2726,4,3,3,3,4,1656,2735,3,3,614,2816,299,306,1,2726,290,614,306
193,SRR10491345,2019,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,16,1032,2735,1,2,734,2816,20,128,1,2726,20,734,124
194,SRR10491358,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,13,1656,2735,1,1,614,2816,26,127,1,2726,12,614,36
195,SRR10491379,2019,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,91,2,2,2,210,1656,2735,73,107,614,2816,299,306,1,2726,290,614,306
196,SRR10513252,2019,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,3,3,2,1,3,1656,2735,3,3,1042,2816,955,455,1,2726,681,455,1124
197,SRR10513258,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,6,4,1,1,69,1656,2735,2,7,614,2816,91,127,1,2726,77,614,79
198,SRR10519420,2019,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,38,1032,2735,1,2,734,2816,187,259,1,2726,159,734,249
199,SRR10519435,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,11,1,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
200,SRR10519436,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,3,3,1,2,3,1656,2735,3,3,1042,2816,955,455,1,2726,681,455,1124
201,SRR10519439,2019,2820,2820,3,2726,2820,2820,1032,859,1005,2726,16,13,3,2,16,1032,2735,13,16,185,2816,163,165,1,2726,151,165,164
202,SRR10519443,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,163,1,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
203,SRR10519446,2019,2820,2820,3,2726,2820,2820,1032,859,1005,2726,16,13,3,2,16,1032,2735,13,16,185,2816,163,165,1,2726,151,165,164
204,SRR10519449,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,2,1,1,1,5,1656,2735,1,2,1042,2816,6,455,1,2726,6,455,1124
205,SRR10519450,2019,2820,2820,1,2726,2820,2820,1032,859,1005,2726,28,16,1,1,29,1032,2735,1,28,113,2816,29,29,1,2726,29,31,29
206,SRR10519452,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,6,1,1,1,69,1656,2735,18,473,614,2816,91,127,1,2726,681,614,1124
207,SRR10519454,2019,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,22,1032,2735,1,21,734,2816,103,128,1,2726,21,734,124
208,SRR10519455,2019,2820,2820,1,2726,2820,2820,1032,859,1005,2726,8,6,1,1,8,1032,2735,8,8,185,2816,163,165,1,2726,151,165,164
209,SRR10519457,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,614,2816,15,126,1,2726,1,614,14
210,SRR10519458,2019,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,1,1032,2735,1,1,734,2816,6,8,1,2726,6,734,6
211,SRR10519460,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,5,1656,2735,1,2,1042,2816,955,455,1,2726,47,455,1124
212,SRR10519464,2019,2820,2820,5,2726,2820,2820,1656,1611,1656,2726,377,163,5,3,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
213,SRR10521908,2019,2820,2820,3,2726,2820,2820,1032,859,1005,2726,16,13,3,1,16,1032,2735,13,16,185,2816,163,165,1,2726,151,165,164
214,SRR10521910,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,614,2816,1,10,1,2726,1,614,1
215,SRR10521975,2019,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,1,1032,2735,1,1,734,2816,1,3,1,2726,1,734,1
216,SRR10527348,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,1042,2816,955,455,1,2726,1,455,1124
217,SRR10527349,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,210,1656,2735,1,107,614,2816,299,306,1,2726,290,614,306
218,SRR10527351,2019,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,38,1032,2735,1,5,734,2816,187,259,1,2726,159,734,249
219,SRR10527357,2019,2820,2820,1,2726,2820,2820,1032,859,1005,2726,56,29,1,1,118,1032,2735,2,64,734,2816,187,259,1,2726,159,734,249
220,SRR10527359,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,6,4,1,1,69,1656,2735,5,7,614,2816,91,127,1,2726,77,614,79
221,SRR10527360,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,10,1,1,1,11,1656,2735,11,11,614,2816,91,127,1,2726,77,614,79
222,SRR10527361,2019,2820,2820,8,2726,2820,2820,1656,1611,1656,2726,377,11,8,2,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
223,SRR10559537,2019,2820,2820,4,2726,2820,2820,1032,859,1005,2726,4,4,4,4,4,1032,2735,4,4,734,2816,4,128,1,2726,4,734,124
224,SRR10559548,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,3,3,1,3,78,1656,2735,3,6,614,2816,83,126,1,2726,77,614,1124
225,SRR10559562,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,163,1,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
226,SRR10559571,2019,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,16,1032,2735,1,1,185,2816,163,165,1,2726,151,165,164
227,SRR10559575,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,18,1656,2735,1,1,1042,2816,19,455,1,2726,681,455,1124
228,SRR10559595,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,11,163,1,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
229,SRR10559611,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,11,1,2,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
230,SRR10566687,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,10,1,3,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
231,SRR10598975,2019,2820,2820,3,2726,2820,2820,1656,1611,1656,2726,377,163,3,2,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
232,SRR10599003,2019,2820,2820,1,2726,2820,2820,38,38,38,2726,1,1,1,1,3,38,2735,1,2,38,2816,33,38,1,2726,3,38,12
233,SRR10599015,2019,2820,2820,5,2726,2820,2820,1656,1611,1656,2726,377,163,5,3,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
234,SRR10599114,2019,2820,2820,4,2726,2820,2820,1032,859,1005,2726,4,4,4,4,4,1032,2735,4,4,734,2816,4,128,1,2726,4,734,124
235,SRR10599116,2019,2820,2820,8,2726,2820,2820,1656,1611,1656,2726,377,11,8,6,557,1656,2735,394,473,1042,2816,955,557,2,2726,681,557,1124
236,SRR10599572,2019,2820,2820,2,2726,2820,2820,1032,859,1005,2726,4,4,2,4,42,1032,2735,2,31,734,2816,103,128,1,2726,47,734,124
237,SRR10599988,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,8,3,1,1,8,1656,2735,1,8,614,2816,26,127,1,2726,8,614,36
238,SRR10599991,2019,2820,2820,3,2726,2820,2820,1656,1611,1656,2726,377,163,3,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
239,SRR10605712,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,2,1,1,1,2,1656,2735,1,1,1042,2816,955,455,1,2726,2,455,1124
240,SRR10605717,2019,2820,2820,1,2726,2820,2820,1032,859,1005,2726,8,6,1,1,8,1032,2735,8,8,185,2816,163,165,1,2726,151,165,164
241,SRR10605725,2019,2820,2820,8,2726,2820,2820,1656,1611,1656,2726,377,11,8,2,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
242,SRR10605730,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,1042,2816,955,455,1,2726,10,455,1124
243,SRR10666900,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,210,1656,2735,1,1,614,2816,299,306,1,2726,290,614,306
244,SRR10666901,2019,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,42,1032,2735,1,1,734,2816,103,128,1,2726,47,734,124
245,SRR10666902,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,8,3,1,1,8,1656,2735,1,8,614,2816,26,127,1,2726,8,614,36
246,SRR10666906,2019,2820,2820,4,2726,2820,2820,1032,859,1005,2726,4,4,4,4,4,1032,2735,4,4,734,2816,4,128,1,2726,4,734,124
247,SRR10666907,2019,2820,2820,1,2726,2820,2820,1032,859,1005,2726,56,29,1,1,118,1032,2735,1,64,734,2816,187,259,1,2726,159,734,249
248,SRR10693122,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,1042,2816,955,455,1,2726,681,455,1124
249,SRR10693124,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,614,2816,2,10,1,2726,1,614,2
250,SRR10693127,2019,2820,2820,1,2726,2820,2820,1032,2,1005,2726,1,1,1,1,2,1032,2735,2,2,734,2816,2,4,1,2726,2,734,2
251,SRR10693153,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,2,2,1,1,3,1656,2735,2,2,614,2816,3,10,1,2726,3,614,3
252,SRR10693155,2019,2820,2820,1,2726,2820,2820,1032,20,1005,2726,1,1,1,1,1,1032,2735,1,1,734,2816,1,21,1,2726,1,734,1
253,SRR10693156,2019,2820,2820,1,2726,2820,2820,1032,859,1005,2726,56,29,1,1,118,1032,2735,43,64,734,2816,187,259,1,2726,159,734,249
254,SRR10698111,2019,2820,2820,1,2726,2820,2820,1032,20,1005,2726,2,2,1,1,2,1032,2735,2,2,734,2816,2,21,1,2726,2,734,2
255,SRR10698112,2019,2820,2820,1,2726,2820,2820,1032,3,17,2726,1,1,1,1,1,1032,2735,1,1,734,2816,2,17,1,2726,1,734,2
256,SRR10698319,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,614,2816,1,10,1,2726,1,614,1
257,SRR10698324,2019,2820,2820,4,2726,2820,2820,1032,859,1005,2726,56,29,4,3,118,1032,2735,43,64,734,2816,187,259,2,2726,159,734,249
258,SRR10698329,2019,2820,2820,5,2726,2820,2820,1656,1611,1656,2726,11,163,5,6,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
259,SRR10698344,2019,2820,2820,1,2726,2820,2820,1032,859,1005,2726,21,3,1,2,22,1032,2735,18,21,734,2816,103,128,1,2726,21,734,124
260,SRR10741821,2019,2820,2820,1,75,2820,2820,16,27,6,78,1,1,1,1,1,16,78,1,1,16,2816,6,7,1,70,9,16,10
261,SRR10741850,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,17,15,1,6,557,1656,2735,18,473,1042,2816,955,557,1,2726,681,557,1124
262,SRR10742422,2019,2820,2820,8,2726,2820,2820,1656,1611,1656,2726,377,11,8,6,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
263,SRR10742427,2019,2820,2820,1,2726,2820,2820,1032,859,1005,2726,56,29,1,1,118,1032,2735,2,64,734,2816,187,259,1,2726,159,734,249
264,SRR10742459,2019,2820,2820,1,2726,2820,2820,1032,1,1005,2726,4,4,1,2,34,1032,2735,1,1,734,2816,34,95,1,2726,1,734,1
265,SRR10748667,2019,2820,2820,1,75,2820,2820,16,27,6,78,1,1,1,1,4,16,78,1,1,16,2816,6,7,1,70,9,16,10
266,SRR10748691,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,1,1,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
267,SRR10760841,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,15,15,1,8,557,1656,2735,15,473,1042,2816,955,557,1,2726,681,557,1124
268,SRR10760844,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,614,2816,1,10,1,2726,1,614,1
269,SRR10760851,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,163,1,1,557,1656,2735,1,473,1042,2816,955,557,1,2726,681,557,1124
270,SRR10760859,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,4,1656,2735,1,1,1042,2816,955,455,1,2726,9,455,1124
271,SRR10760863,2019,2820,2820,4,2726,2820,2820,1032,859,1005,2726,4,4,4,4,4,1032,2735,4,4,734,2816,4,128,1,2726,4,734,124
272,SRR10763693,2019,2820,2820,1,2726,2820,2820,1032,859,1005,2726,4,4,1,2,34,1032,2735,1,33,734,2816,34,95,1,2726,33,734,33
273,SRR10799753,2019,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,12,1032,2735,1,2,734,2816,19,95,1,2726,15,734,21
274,SRR10799755,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,2,2,1,1,210,1656,2735,2,2,614,2816,299,306,1,2726,290,614,306
275,SRR10799756,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,91,2,1,1,210,1656,2735,73,107,614,2816,299,306,1,2726,290,614,306
276,SRR10799757,2019,2820,2820,1,2726,2820,2820,1032,859,1005,2726,11,11,1,1,38,1032,2735,10,11,734,2816,187,259,1,2726,159,734,249
277,SRR10806384,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,210,1656,2735,1,107,614,2816,299,306,1,2726,290,614,306
278,SRR10806390,2019,2820,2820,1,2726,2820,2820,1032,859,1005,2726,8,6,1,1,8,1032,2735,8,8,185,2816,163,165,1,2726,151,165,164
279,SRR10806392,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,210,1656,2735,1,1,614,2816,299,306,1,2726,290,614,306
280,SRR10806404,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,1042,2816,4,455,1,2726,1,455,1124
281,SRR10806408,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,12,1,6,557,1656,2735,13,473,1042,2816,955,557,1,2726,681,557,1124
282,SRR10843782,2019,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,4,1032,2735,1,4,734,2816,187,259,1,2726,159,734,249
283,SRR10843789,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,2,1,1,1,78,1656,2735,1,3,614,2816,83,126,1,2726,77,614,1124
284,SRR10843857,2019,2820,2820,4,2726,2820,2820,1032,859,1005,2726,56,29,4,3,118,1032,2735,43,64,734,2816,187,259,1,2726,159,734,249
285,SRR10843863,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,91,1,1,1,210,1656,2735,1,107,614,2816,299,306,1,2726,290,614,306
286,SRR10858714,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,163,1,2,557,1656,2735,1,473,1042,2816,955,557,1,2726,681,557,1124
287,SRR10858718,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,12,1,1,557,1656,2735,13,473,1042,2816,955,557,1,2726,681,557,1124
288,SRR10858724,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,91,3,1,1,210,1656,2735,73,107,614,2816,299,306,1,2726,290,614,306
289,SRR10858744,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,31,1656,2735,1,1,1042,2816,33,455,1,2726,33,455,1124
290,SRR10858745,2019,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,1,1,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
291,SRR10874263,2020,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,35,1,1,1,78,1656,2735,1,1,614,2816,83,126,1,2726,1,614,1124
292,SRR10874266,2020,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,7,7,1,1,20,1656,2735,1,6,1042,2816,955,455,1,2726,20,455,1124
293,SRR10874268,2020,2820,2820,3,2726,2820,2820,1656,1611,1656,2726,377,163,3,2,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
294,SRR10874275,2020,2820,2820,5,2726,2820,2820,1656,1611,1656,2726,11,163,5,6,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
295,SRR10874279,2020,2820,2820,3,2726,2820,2820,1656,1611,1656,2726,377,163,3,4,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
296,SRR10879425,2020,2820,2820,5,2726,2820,2820,1656,1611,1656,2726,377,12,5,6,557,1656,2735,13,473,1042,2816,955,557,3,2726,681,557,1124
297,SRR10905046,2020,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,1042,2816,955,18,1,2726,15,18,1124
298,SRR10905047,2020,2820,2820,3,2726,2820,2820,1656,43,1656,2726,1,1,3,1,30,1656,2735,3,21,614,2816,44,45,1,2726,30,614,42
299,SRR10905048,2020,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,78,1656,2735,1,1,614,2816,83,126,1,2726,77,614,1124
300,SRR10905056,2020,2820,2820,3,2726,2820,2820,1656,43,1656,2726,2,2,3,1,30,1656,2735,3,21,614,2816,44,45,1,2726,30,614,42
301,SRR10915001,2020,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,163,1,2,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
302,SRR10915006,2020,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,2,2,1,1,3,1656,2735,2,2,614,2816,3,10,1,2726,3,614,3
303,SRR10915017,2020,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,4,1032,2735,1,1,734,2816,19,27,1,2726,6,734,24
304,SRR10915029,2020,2820,2820,2,2726,2820,2820,1032,859,1005,2726,2,2,2,2,2,1032,2735,2,2,734,2816,187,259,1,2726,10,734,249
305,SRR10916960,2020,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,1,1,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
306,SRR10916962,2020,2820,2820,1,2726,2820,2820,38,38,38,2726,3,1,1,1,3,38,2735,1,1,38,2816,33,38,1,2726,3,38,12
307,SRR10916964,2020,2820,2820,1,75,2820,2820,16,27,6,78,1,1,1,1,2,16,78,1,1,16,2816,5,6,1,70,1,16,6
308,SRR10916967,2020,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,12,1032,2735,2,2,734,2816,19,95,1,2726,15,734,21
309,SRR10916971,2020,2820,2820,1,2726,2820,2820,1032,859,1005,2726,1,1,1,1,1,1032,2735,1,1,734,2816,7,7,1,2726,7,734,7
310,SRR10916972,2020,2820,2820,4,2726,2820,2820,1032,859,1005,2726,56,29,4,1,118,1032,2735,43,64,734,2816,187,259,1,2726,159,734,249
311,SRR10916983,2020,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,614,2816,2,10,1,2726,1,614,2
312,SRR10962096,2020,2820,2820,8,2726,2820,2820,1656,1611,1656,2726,377,11,8,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
313,SRR10962101,2020,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,7,7,1,1,31,1656,2735,1,1,1042,2816,33,455,1,2726,33,455,1124
314,SRR10962107,2020,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,377,10,2,3,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
315,SRR10962109,2020,2820,2820,3,2726,2820,2820,1656,43,1656,2726,2,2,3,1,30,1656,2735,3,21,614,2816,44,45,1,2726,30,614,42
316,SRR10962112,2020,2820,2820,2,2726,2820,2820,1656,1611,1656,2726,377,10,2,4,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
317,SRR10962235,2020,2820,2820,1,2726,2820,2820,1032,859,1005,2726,56,29,1,1,118,1032,2735,43,64,734,2816,187,259,1,2726,159,734,249
318,SRR10971409,2020,2820,2820,5,2726,2820,2820,1656,1611,1656,2726,377,12,5,6,557,1656,2735,13,473,1042,2816,955,557,1,2726,681,557,1124
319,SRR10971421,2020,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,12,1,1,557,1656,2735,13,473,1042,2816,955,557,1,2726,681,557,1124
320,SRR10985489,2020,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,1042,2816,955,455,1,2726,1,455,1124
321,SRR10985496,2020,2820,2820,2,2726,2820,2820,1032,859,1005,2726,8,6,2,1,8,1032,2735,8,8,185,2816,163,165,1,2726,151,165,164
322,SRR10985497,2020,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,35,1,1,1,78,1656,2735,1,27,614,2816,83,126,1,2726,77,614,1124
323,SRR10985499,2020,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,210,1656,2735,1,1,614,2816,299,306,1,2726,290,614,306
324,SRR10996896,2020,2820,2820,1,9,2820,2820,9,9,9,9,1,1,1,1,1,9,2735,1,1,9,2816,1,9,1,9,1,9,1
325,SRR11006959,2020,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,1,1,1,1,1,1656,2735,1,1,1042,2816,955,455,1,2726,9,455,1124
326,SRR11006962,2020,2820,2820,1,2726,2820,2820,1032,3,3,2726,1,1,1,1,1,1032,2735,1,1,734,2816,1,3,1,2726,1,734,1
327,SRR11007319,2020,2820,2820,2,2726,2820,2820,1032,859,1005,2726,2,2,2,2,2,1032,2735,2,2,734,2816,187,259,1,2726,10,734,249
328,SRR11016590,2020,2820,2820,1,2726,2820,2820,1032,859,1005,2726,4,4,1,4,42,1032,2735,1,31,734,2816,103,128,1,2726,47,734,124
329,SRR11016591,2020,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,91,47,1,1,210,1656,2735,73,107,614,2816,299,306,1,2726,290,614,306
330,SRR11016592,2020,2820,2820,3,2726,2820,2820,1656,1611,1656,2726,377,163,3,4,557,1656,2735,394,473,1042,2816,955,557,3,2726,681,557,1124
331,SRR11016597,2020,2820,2820,5,2726,2820,2820,1656,1611,1656,2726,377,12,5,1,557,1656,2735,13,473,1042,2816,955,557,1,2726,681,557,1124
332,SRR11041346,2020,2820,2820,1,2726,2820,2820,1032,859,1005,2726,3,2,1,1,118,1032,2735,2,64,734,2816,187,259,1,2726,159,734,249
333,SRR11041359,2020,2820,2820,1,2726,2820,2820,1032,2,1005,2726,1,1,1,1,2,1032,2735,2,2,734,2816,2,4,1,2726,2,734,2
334,SRR11041413,2020,2820,2820,1,2726,2820,2820,1032,859,1005,2726,2,1,1,1,118,1032,2735,43,64,734,2816,187,259,1,2726,159,734,249
335,SRR11041457,2020,2820,2820,1,2726,2820,2820,1656,1611,1656,2726,377,11,1,1,557,1656,2735,394,473,1042,2816,955,557,1,2726,681,557,1124
336,SRR11041496,2020,2820,2820,1,2726,2820,2820,1032,859,1005,2726,8,6,1,1,8,1032,2735,8,8,185,2816,163,165,1,2726,151,165,164
